gencode_id,gene_name,refseq_id
ENST00000262605,TTPAL,NM_001261839
ENST00000372904,TTPAL,NM_024331
ENST00000375375,PAX7,NM_002584
ENST00000375375,PAX7,NM_013945
ENST00000420770,PAX7,NM_001135254
ENST00000299853,POLR3E,NM_001258033
ENST00000299853,POLR3E,NM_001258035
ENST00000299853,POLR3E,NM_018119
ENST00000418581,POLR3E,NM_001258034
ENST00000359210,POLR3E,NM_001258036
ENST00000397545,CCDC40,NM_017950
ENST00000374877,CCDC40,NM_001243342
ENST00000438792,KTN1,NM_004986
ENST00000395314,KTN1,NM_001079521
ENST00000413890,KTN1,NM_001079522
ENST00000413890,KTN1,NM_001271014
ENST00000375371,TAS1R2,NM_152232
ENST00000299752,CDH16,NM_001204744
ENST00000299752,CDH16,NM_004062
ENST00000299752,CDH16,NM_001204745
ENST00000568632,CDH16,NM_001204746
ENST00000369569,AP4B1,NM_001253852
ENST00000256658,AP4B1,NM_006594
ENST00000256658,AP4B1,NM_001253853
ENST00000523096,ZFAND1,NM_001170796
ENST00000220669,ZFAND1,NM_024699
ENST00000519523,ZFAND1,NM_001170797
ENST00000296424,BDH2,NM_020139
ENST00000342374,SERINC3,NM_006811
ENST00000255175,SERINC3,NM_198941
ENST00000378470,FAM107B,NM_001282703
ENST00000378470,FAM107B,NM_001282702
ENST00000378470,FAM107B,NM_001282701
ENST00000378470,FAM107B,NM_001282700
ENST00000378470,FAM107B,NM_001282698
ENST00000378470,FAM107B,NM_001282697
ENST00000378470,FAM107B,NM_001282696
ENST00000378470,FAM107B,NM_001282695
ENST00000181796,FAM107B,NM_031453
ENST00000317697,ASB8,NM_024095
ENST00000420353,ATF7,NM_006856
ENST00000548118,ATF7,NM_001206683
ENST00000591397,ATF7,NM_001206682
ENST00000415113,ATF7,NM_001130060
ENST00000268989,SGSM2,NM_014853
ENST00000426855,SGSM2,NM_001098509
ENST00000370495,SLC25A28,NM_031212
ENST00000327767,TRIM52,NM_032765
ENST00000247706,ABHD8,NM_024527
ENST00000290597,ALDH4A1,NM_170726
ENST00000375341,ALDH4A1,NM_003748
ENST00000538309,ALDH4A1,NM_001161504
ENST00000372894,PKIG,NM_007066
ENST00000372892,PKIG,NM_181804
ENST00000372891,PKIG,NM_181805
ENST00000372889,PKIG,NM_001281444
ENST00000372886,PKIG,NM_001281445
ENST00000268383,CDR2,NM_001802
ENST00000218104,ABCD1,NM_000033
ENST00000369563,DCLRE1B,NM_022836
ENST00000296255,RPN1,NM_002950
ENST00000456475,OR4F3,NM_001005224
ENST00000222033,ZNRF4,NM_181710
ENST00000252602,MRPL34,NM_023937
ENST00000273353,MYH15,NM_014981
ENST00000381070,CWC27,NM_005869
ENST00000420652,RRAD,NM_001128850
ENST00000420652,RRAD,NM_004165
ENST00000310677,ADCY4,NM_001198568
ENST00000310677,ADCY4,NM_139247
ENST00000310677,ADCY4,NM_001198592
ENST00000302422,TMEM256,NM_152766
ENST00000252542,SAFB2,NM_014649
ENST00000268122,RHCG,NM_016321
ENST00000265062,RAB7A,NM_004637
ENST00000359866,DDA1,NM_024050
ENST00000329117,BCAN,NM_021948
ENST00000361588,BCAN,NM_198427
ENST00000435769,TYW1B,NM_001145440
ENST00000449934,MICA,NM_001177519
ENST00000302926,NLGN2,NM_020795
ENST00000448108,TAF1D,NM_024116
ENST00000370489,ENTPD7,NM_020354
ENST00000159087,ANO8,NM_020959
ENST00000372874,ADA,NM_000022
ENST00000254799,GRSF1,NM_002092
ENST00000439371,GRSF1,NM_001098477
ENST00000216487,RIN3,NM_024832
ENST00000422424,FAM96B,NM_016062
ENST00000297142,NEUROD6,NM_022728
ENST00000252229,MICB,NM_005931
ENST00000455833,IFFO2,NM_001136265
ENST00000395270,POM121,NM_001257190
ENST00000257622,POM121,NM_172020
ENST00000424340,NPIPB5,NM_001135865
ENST00000323675,SPEM1,NM_199339
ENST00000316554,C12orf68,NM_001013635
ENST00000310248,OR10AD1,NM_001004134
ENST00000417689,CES2,NM_198061
ENST00000317091,CES2,NM_003869
ENST00000333870,C17orf74,NM_175734
ENST00000560985,TICRR,NM_152259
ENST00000310164,ZCCHC12,NM_173798
ENST00000335017,H1FNT,NM_181788
ENST00000205890,MYO15A,NM_016239
ENST00000394309,ASNS,NM_133436
ENST00000437628,ASNS,NM_001178077
ENST00000394308,ASNS,NM_001178075
ENST00000394308,ASNS,NM_001673
ENST00000455086,ASNS,NM_001178076
ENST00000175506,ASNS,NM_183356
ENST00000407970,CCDC129,NM_194300
ENST00000407970,CCDC129,NM_001257967
ENST00000451887,CCDC129,NM_001257968
ENST00000383729,P4HTM,NM_177939
ENST00000343546,P4HTM,NM_177938
ENST00000190983,WISP2,NM_003881
ENST00000448928,ZNF641,NM_001172682
ENST00000547026,ZNF641,NM_001172681
ENST00000301042,ZNF641,NM_152320
ENST00000368223,NES,NM_006617
ENST00000361971,PLXNB3,NM_005393
ENST00000538966,PLXNB3,NM_001163257
ENST00000549828,C12orf77,NM_001101339
ENST00000285805,TRIM74,NM_198853
ENST00000352511,ACVR2B,NM_001106
ENST00000394412,KIF7,NM_198525
ENST00000371628,LONRF3,NM_001031855
ENST00000304778,LONRF3,NM_024778
ENST00000528288,C11orf54,NM_014039
ENST00000331239,C11orf54,NM_001286070
ENST00000331239,C11orf54,NM_001286069
ENST00000331239,C11orf54,NM_001286068
ENST00000331239,C11orf54,NM_001286067
ENST00000368222,CRABP2,NM_001878
ENST00000368222,CRABP2,NM_001199723
ENST00000372861,KCNK15,NM_022358
ENST00000341162,FCF1,NM_015962
ENST00000295746,KIAA1524,NM_020890
ENST00000392869,GTDC1,NM_001284234
ENST00000409214,GTDC1,NM_001006636
ENST00000409214,GTDC1,NM_001284234
ENST00000392867,GTDC1,NM_024659
ENST00000392871,GTDC1,NM_001284233
ENST00000415569,GTDC1,NM_001284238
ENST00000542155,GTDC1,NM_001164629
ENST00000372851,RIMS4,NM_001205317
ENST00000372851,RIMS4,NM_182970
ENST00000342032,PPP1R17,NM_006658
ENST00000409146,PPP1R17,NM_001145123
ENST00000394349,ATP5G2,NM_005176
ENST00000338662,ATP5G2,NM_001002031
ENST00000297265,CHMP4C,NM_152284
ENST00000361619,GTPBP3,NM_001195422
ENST00000324894,GTPBP3,NM_133644
ENST00000324894,GTPBP3,NM_032620
ENST00000600625,GTPBP3,NM_001128855
ENST00000300055,PLIN1,NM_002666
ENST00000430628,PLIN1,NM_001145311
ENST00000395474,WDR6,NM_018031
ENST00000313146,ISG20L2,NM_030980
ENST00000292123,SAFB,NM_002967
ENST00000292123,SAFB,NM_001201339
ENST00000292123,SAFB,NM_001201338
ENST00000454510,SAFB,NM_001201340
ENST00000323206,TMEM102,NM_178518
ENST00000353703,YWHAB,NM_139323
ENST00000372839,YWHAB,NM_003404
ENST00000369559,HIPK1,NM_152696
ENST00000340480,HIPK1,NM_198269
ENST00000369553,HIPK1,NM_181358
ENST00000369554,HIPK1,NM_198268
ENST00000353788,SNX16,NM_152837
ENST00000345957,SNX16,NM_152836
ENST00000396330,SNX16,NM_022133
ENST00000293829,FGF11,NM_004112
ENST00000308982,ACAD9,NM_014049
ENST00000370476,CUTC,NM_015960
ENST00000300056,PEX11A,NM_001271572
ENST00000300056,PEX11A,NM_003847
ENST00000300056,PEX11A,NM_001271573
ENST00000380026,CENPE,NM_001286734
ENST00000265148,CENPE,NM_001813
ENST00000396193,PDE1C,NM_001191058
ENST00000396191,PDE1C,NM_001191057
ENST00000321453,PDE1C,NM_001191059
ENST00000396184,PDE1C,NM_005020
ENST00000396182,PDE1C,NM_001191056
ENST00000354454,LRMP,NM_006152
ENST00000548766,LRMP,NM_001204127
ENST00000547044,LRMP,NM_001204126
ENST00000428206,NSUN5,NM_001168348
ENST00000438747,NSUN5,NM_001168347
ENST00000438747,NSUN5,NM_148956
ENST00000438747,NSUN5,NM_018044
ENST00000297431,ORC5,NM_002553
ENST00000447452,ORC5,NM_181747
ENST00000261374,HS3ST2,NM_006043
ENST00000309395,MOB1B,NM_173468
ENST00000309395,MOB1B,NM_001244766
ENST00000303334,CES3,NM_024922
ENST00000394037,CES3,NM_001185177
ENST00000543856,CES3,NM_001185176
ENST00000268130,WDR93,NM_020212
ENST00000560294,WDR93,NM_001284395
ENST00000558000,WDR93,NM_001284396
ENST00000392531,CRIP1,NM_001311
ENST00000368218,RRNAD1,NM_001142560
ENST00000368216,RRNAD1,NM_015997
ENST00000219689,USP31,NM_020718
ENST00000266594,ANP32D,NM_012404
ENST00000402510,KIAA1210,NM_020721
ENST00000285928,LRGUK,NM_144648
ENST00000381055,ADAMTS6,NM_197941
ENST00000300061,SCNN1G,NM_001039
ENST00000521180,ST3GAL1,NM_173344
ENST00000521180,ST3GAL1,NM_003033
ENST00000369551,OLFML3,NM_001286352
ENST00000320334,OLFML3,NM_020190
ENST00000306071,CHRNB1,NM_000747
ENST00000522455,RALYL,NM_001100392
ENST00000521695,RALYL,NM_001100393
ENST00000521268,RALYL,NM_173848
ENST00000518566,RALYL,NM_001287243
ENST00000517638,RALYL,NM_001100391
ENST00000523850,RALYL,NM_001287244
ENST00000336604,IFFO1,NM_080730
ENST00000356896,IFFO1,NM_001039670
ENST00000356896,IFFO1,NM_001193457
ENST00000287675,EXOG,NM_005107
ENST00000422077,EXOG,NM_001145464
ENST00000540947,CES4A,NM_173815
ENST00000540579,CES4A,NM_001190201
ENST00000535696,CES4A,NM_001190202
ENST00000255136,PABPC1L,NM_001124756
ENST00000314014,C12orf54,NM_152319
ENST00000217971,PGRMC1,NM_006667
ENST00000535419,PGRMC1,NM_001282621
ENST00000343070,SCNN1B,NM_000336
ENST00000370483,COX15,NM_078470
ENST00000370483,COX15,NM_004376
ENST00000368211,MRPL24,NM_024540
ENST00000368211,MRPL24,NM_145729
ENST00000252590,PLVAP,NM_031310
ENST00000607941,SYT6,NM_205848
ENST00000369547,SYT6,NM_001270805
ENST00000286648,DCK,NM_000788
ENST00000325680,YLPM1,NM_019589
ENST00000376191,MCCD1,NM_001011700
ENST00000300057,MESP1,NM_018670
ENST00000347512,RPL36,NM_033643
ENST00000394580,RPL36,NM_015414
ENST00000252593,BST2,NM_004335
ENST00000341735,MESP2,NM_001039958
ENST00000333149,TRIM50,NM_001281450
ENST00000333149,TRIM50,NM_178125
ENST00000453152,TRIM50,NM_001281451
ENST00000216274,RIPK3,NM_006871
ENST00000217909,SLC25A43,NM_145305
ENST00000300060,ANPEP,NM_001150
ENST00000334869,LGMN,NM_005606
ENST00000393218,LGMN,NM_001008530
ENST00000307149,COG7,NM_153603
ENST00000430117,CALCOCO1,NM_001143682
ENST00000262059,CALCOCO1,NM_020898
ENST00000390015,GAA,NM_001079804
ENST00000390015,GAA,NM_001079803
ENST00000302262,GAA,NM_000152
ENST00000543795,MVB12A,NM_138401
ENST00000372813,TOMM34,NM_006809
ENST00000520356,ZFAT,NM_001174158
ENST00000520727,ZFAT,NM_001029939
ENST00000377838,ZFAT,NM_020863
ENST00000377838,ZFAT,NM_001174157
ENST00000520214,ZFAT,NM_001167583
ENST00000309324,C19orf70,NM_205767
ENST00000310194,OR8S1,NM_001005203
ENST00000301046,LALBA,NM_002289
ENST00000357325,HDGF,NM_004494
ENST00000368209,HDGF,NM_001126051
ENST00000368206,HDGF,NM_001126050
ENST00000232424,HES1,NM_005524
ENST00000441576,DALRD3,NM_001276405
ENST00000341949,DALRD3,NM_001009996
ENST00000313778,DALRD3,NM_018114
ENST00000360375,LRRCC1,NM_033402
ENST00000358465,TRIM33,NM_015906
ENST00000369543,TRIM33,NM_033020
ENST00000290858,CBFB,NM_001755
ENST00000290858,CBFB,NM_022845
ENST00000372806,STK4,NM_006282
ENST00000378509,SLC35B4,NM_032826
ENST00000317881,SLC25A5,NM_001152
ENST00000219139,C16orf70,NM_025187
ENST00000431982,FKBP6,NM_001135211
ENST00000413573,FKBP6,NM_001281304
ENST00000252037,FKBP6,NM_003602
ENST00000369541,BCAS2,NM_005872
ENST00000344575,FZD9,NM_003508
ENST00000336418,AP3S2,NM_005829
ENST00000341130,TMEM221,NM_001190844
ENST00000577917,HSD11B1L,NM_198705
ENST00000577917,HSD11B1L,NM_001267871
ENST00000577917,HSD11B1L,NM_198708
ENST00000581893,HSD11B1L,NM_001267869
ENST00000411793,HSD11B1L,NM_198704
ENST00000581773,HSD11B1L,NM_001267868
ENST00000423665,HSD11B1L,NM_198533
ENST00000342970,HSD11B1L,NM_198707
ENST00000339423,HSD11B1L,NM_198706
ENST00000271526,PRCC,NM_005973
ENST00000301944,NXNL1,NM_138454
ENST00000420613,KANSL2,NM_017822
ENST00000370101,SRPK3,NM_001170760
ENST00000370101,SRPK3,NM_014370
ENST00000393786,SRPK3,NM_001170761
ENST00000339594,BAZ1B,NM_032408
ENST00000306117,KCNS1,NM_002251
ENST00000372789,WFDC5,NM_145652
ENST00000375254,UBR4,NM_020765
ENST00000252595,SLC27A1,NM_198580
ENST00000329886,C14orf80,NM_001198983
ENST00000392527,C14orf80,NM_001134877
ENST00000392522,C14orf80,NM_001134875
ENST00000354560,C14orf80,NM_001134876
ENST00000393276,DENND2C,NM_198459
ENST00000393274,DENND2C,NM_001256404
ENST00000398333,C15orf38-AP3S2,NM_001199058
ENST00000372785,WFDC12,NM_080869
ENST00000449549,B3GNT9,NM_033309
ENST00000357484,C15orf38,NM_182616
ENST00000357484,C15orf38,NM_001282380
ENST00000304883,TACR3,NM_001059
ENST00000243924,PI3,NM_002638
ENST00000345057,TRADD,NM_003789
ENST00000309859,GGA2,NM_015044
ENST00000394767,CXXC4,NM_025212
ENST00000458640,DDX39B,NM_080598
ENST00000396172,DDX39B,NM_004640
ENST00000372781,SEMG1,NM_003007
ENST00000264485,SLC4A4,NM_001098484
ENST00000340595,SLC4A4,NM_003759
ENST00000425175,SLC4A4,NM_001134742
ENST00000258530,APPL2,NM_001251904
ENST00000258530,APPL2,NM_018171
ENST00000539978,APPL2,NM_001251905
ENST00000519917,FBXL8,NM_018378
ENST00000361582,DZIP3,NM_014648
ENST00000268154,ZNF710,NM_198526
ENST00000265068,KIAA1257,NM_020741
ENST00000372769,SEMG2,NM_003008
ENST00000252603,PGLS,NM_012088
ENST00000369538,AMPD1,NM_001172626
ENST00000353928,AMPD1,NM_000036
ENST00000368198,SH2D2A,NM_001161442
ENST00000368199,SH2D2A,NM_001161444
ENST00000368199,SH2D2A,NM_001161443
ENST00000368199,SH2D2A,NM_003975
ENST00000392306,SH2D2A,NM_001161441
ENST00000449606,EARS2,NM_001083614
ENST00000285930,AKR1B1,NM_001628
ENST00000380599,ZBTB4,NM_001128833
ENST00000311403,ZBTB4,NM_020899
ENST00000412468,SLC35G6,NM_001102614
ENST00000369535,NRAS,NM_002524
ENST00000320339,CXorf56,NM_001170569
ENST00000371594,CXorf56,NM_022101
ENST00000536133,CXorf56,NM_001170570
ENST00000330062,IDH2,NM_002168
ENST00000305737,TET2,NM_017628
ENST00000380013,TET2,NM_001127208
ENST00000395878,UBFD1,NM_019116
ENST00000490882,FLNB,NM_001164317
ENST00000295956,FLNB,NM_001457
ENST00000358537,FLNB,NM_001164319
ENST00000429972,FLNB,NM_001164318
ENST00000382421,NOP2,NM_001258309
ENST00000545200,NOP2,NM_001258310
ENST00000399466,NOP2,NM_001033714
ENST00000322166,NOP2,NM_001258308
ENST00000322166,NOP2,NM_006170
ENST00000322644,POLR2A,NM_000937
ENST00000371558,UBE2A,NM_003336
ENST00000371558,UBE2A,NM_181762
ENST00000371558,UBE2A,NM_001282161
ENST00000371569,UBE2A,NM_181777
ENST00000436022,EFCC1,NM_024768
ENST00000370449,ABCC2,NM_000392
ENST00000307395,GP9,NM_000174
ENST00000264009,HSF4,NM_001040667
ENST00000421453,HSF4,NM_001538
ENST00000338380,SLPI,NM_003064
ENST00000323830,CPN2,NM_001080513
ENST00000424859,LHFPL3,NM_199000
ENST00000315150,RAB43,NM_198490
ENST00000315150,RAB43,NM_001204888
ENST00000393304,RAB43,NM_001204886
ENST00000393308,RAB43,NM_001204885
ENST00000393307,RAB43,NM_001204884
ENST00000393305,RAB43,NM_001204883
ENST00000476465,RAB43,NM_001204887
ENST00000251871,MED17,NM_004268
ENST00000399138,ALKBH5,NM_017758
ENST00000347624,LRRC15,NM_130830
ENST00000439944,LRRC15,NM_001135057
ENST00000409977,VSTM5,NM_001144871
ENST00000416274,E2F5,NM_001083588
ENST00000416274,E2F5,NM_001951
ENST00000521429,E2F5,NM_001083589
ENST00000316843,LLGL1,NM_004140
ENST00000223368,BCL7B,NM_001707
ENST00000411832,BCL7B,NM_001197244
ENST00000360607,MATN4,NM_030590
ENST00000353917,MATN4,NM_030592
ENST00000537548,MATN4,NM_003833
ENST00000315765,HEPHL1,NM_001098672
ENST00000323007,GP5,NM_004488
ENST00000360614,LONP1,NM_004793
ENST00000593119,LONP1,NM_001276479
ENST00000540670,LONP1,NM_001276480
ENST00000418265,ISY1-RAB43,NM_001204890
ENST00000267460,PELI2,NM_021255
ENST00000227638,PANX1,NM_015368
ENST00000257627,OCM2,NM_006188
ENST00000370092,IDH3G,NM_174869
ENST00000217901,IDH3G,NM_004135
ENST00000343694,RBPJL,NM_001281449
ENST00000343694,RBPJL,NM_014276
ENST00000343694,RBPJL,NM_001281448
ENST00000440961,FOLR4,NM_001199206
ENST00000174618,MNT,NM_020310
ENST00000393295,ISY1,NM_001199469
ENST00000393295,ISY1,NM_020701
ENST00000243673,GPR83,NM_016540
ENST00000372733,SDC4,NM_002999
ENST00000297293,LMTK2,NM_014916
ENST00000392519,TMEM121,NM_025268
ENST00000243056,HOXC13,NM_017410
ENST00000007516,NDUFAB1,NM_005003
ENST00000372727,SYS1,NM_001197129
ENST00000243918,SYS1,NM_033542
ENST00000426004,SYS1,NM_001099791
ENST00000359579,AKR1B10,NM_020299
ENST00000558170,ZEB2,NM_014795
ENST00000539609,ZEB2,NM_001171653
ENST00000261556,TMEM260,NM_017799
ENST00000263092,METTL16,NM_024086
ENST00000243103,HOXC12,NM_173860
ENST00000311117,KMT2E,NM_182931
ENST00000257745,KMT2E,NM_018682
ENST00000256031,ATP13A3,NM_024524
ENST00000339438,CSDE1,NM_007158
ENST00000438362,CSDE1,NM_001242891
ENST00000358528,CSDE1,NM_001007553
ENST00000261443,CSDE1,NM_001242893
ENST00000369530,CSDE1,NM_001130523
ENST00000534699,CSDE1,NM_001242892
ENST00000243082,HOXC11,NM_014212
ENST00000392302,NTRK1,NM_001007792
ENST00000368196,NTRK1,NM_001012331
ENST00000524377,NTRK1,NM_002529
ENST00000261584,PALB2,NM_024675
ENST00000314018,BHLHA15,NM_177455
ENST00000332386,FAM129C,NM_001098524
ENST00000335393,FAM129C,NM_173544
ENST00000303460,HOXC10,NM_017409
ENST00000323929,MRE11A,NM_005591
ENST00000323977,MRE11A,NM_005590
ENST00000457545,AKR1B15,NM_001080538
ENST00000300087,DCTN5,NM_032486
ENST00000300087,DCTN5,NM_001199743
ENST00000568272,DCTN5,NM_001199011
ENST00000326912,NDUFAF3,NM_199074
ENST00000326925,NDUFAF3,NM_199069
ENST00000395458,NDUFAF3,NM_199073
ENST00000451378,NDUFAF3,NM_199070
ENST00000332496,SEMA4B,NM_020210
ENST00000411539,SEMA4B,NM_198925
ENST00000413692,NFATC4,NM_001198967
ENST00000413692,NFATC4,NM_001136022
ENST00000554050,NFATC4,NM_001198965
ENST00000250373,NFATC4,NM_004554
ENST00000553879,NFATC4,NM_001198966
ENST00000422617,NFATC4,NM_001288802
ENST00000447648,TECPR1,NM_015395
ENST00000381624,CATSPERD,NM_152784
ENST00000544612,ANKRD49,NM_017704
ENST00000252599,COLGALT1,NM_024656
ENST00000261900,CCNT1,NM_001240
ENST00000261900,CCNT1,NM_001277842
ENST00000305632,TBL2,NM_012453
ENST00000300093,PLK1,NM_005030
ENST00000514814,CENPK,NM_001267038
ENST00000396679,CENPK,NM_022145
ENST00000369528,SIKE1,NM_025073
ENST00000369528,SIKE1,NM_001102396
ENST00000372726,TP53TG5,NM_014477
ENST00000556084,PROX2,NM_001080408
ENST00000556489,PROX2,NM_001243007
ENST00000163416,GOLGA5,NM_005113
ENST00000368195,INSRR,NM_014215
ENST00000432069,NOL3,NM_001276312
ENST00000432069,NOL3,NM_001276319
ENST00000432069,NOL3,NM_001276309
ENST00000268605,NOL3,NM_001185057
ENST00000268605,NOL3,NM_003946
ENST00000299001,PIWIL4,NM_152431
ENST00000331615,TMEM106A,NM_145041
ENST00000419421,PRR22,NM_001134316
ENST00000341695,PPA2,NM_176869
ENST00000348706,PPA2,NM_006903
ENST00000354147,PPA2,NM_176867
ENST00000432483,PPA2,NM_176866
ENST00000326739,IMPDH2,NM_000884
ENST00000372723,DBNDD2,NM_001048221
ENST00000372722,DBNDD2,NM_001048222
ENST00000357275,DBNDD2,NM_001197140
ENST00000372720,DBNDD2,NM_018478
ENST00000372717,DBNDD2,NM_001048224
ENST00000360981,DBNDD2,NM_001048223
ENST00000360981,DBNDD2,NM_001197139
ENST00000372710,DBNDD2,NM_001048226
ENST00000372710,DBNDD2,NM_001048225
ENST00000358752,FUT4,NM_002033
ENST00000293825,TNFSF12,NM_003809
ENST00000269349,EIF4A3,NM_014740
ENST00000563902,KIAA0895L,NM_001040715
ENST00000327031,FLII,NM_002018
ENST00000545457,FLII,NM_001256265
ENST00000579294,FLII,NM_001256264
ENST00000328649,CIB1,NM_006384
ENST00000328649,CIB1,NM_001277764
ENST00000320699,DUS3L,NM_001161619
ENST00000309061,DUS3L,NM_020175
ENST00000433060,AMOTL1,NM_130847
ENST00000395443,QRICH1,NM_198880
ENST00000357496,QRICH1,NM_017730
ENST00000450169,LSM5,NM_012322
ENST00000450169,LSM5,NM_001130710
ENST00000409952,LSM5,NM_001139499
ENST00000369522,SYCP1,NM_003176
ENST00000369522,SYCP1,NM_001282541
ENST00000550422,ADCY6,NM_020983
ENST00000307885,ADCY6,NM_015270
ENST00000354189,CASC1,NM_001082972
ENST00000395987,CASC1,NM_018272
ENST00000320267,CASC1,NM_001082973
ENST00000395990,CASC1,NM_001204102
ENST00000545133,CASC1,NM_001204101
ENST00000292357,PEAR1,NM_001080471
ENST00000355849,KHDRBS3,NM_006558
ENST00000295755,RETNLB,NM_032579
ENST00000256797,ERN2,NM_033266
ENST00000295756,TRAT1,NM_016388
ENST00000279036,PIGT,NM_015937
ENST00000279035,PIGT,NM_001184730
ENST00000372689,PIGT,NM_001184729
ENST00000543458,PIGT,NM_001184728
ENST00000477853,EMC1,NM_001271427
ENST00000477853,EMC1,NM_001271428
ENST00000477853,EMC1,NM_015047
ENST00000375208,EMC1,NM_001271429
ENST00000570421,CARD14,NM_001257970
ENST00000344227,CARD14,NM_024110
ENST00000394331,HOXC6,NM_153693
ENST00000243108,HOXC6,NM_004503
ENST00000256592,TSHB,NM_000549
ENST00000256592,TSHB,NM_001277991
ENST00000300113,CHP2,NM_022097
ENST00000216492,CHGA,NM_001275
ENST00000303212,NRTN,NM_004558
ENST00000395297,FAM135B,NM_015912
ENST00000263634,GPR75-ASB3,NM_016115
ENST00000406687,GPR75-ASB3,NM_001201965
ENST00000394717,GPR75-ASB3,NM_145863
ENST00000352846,GPR75-ASB3,NM_001164165
ENST00000369516,TSPAN2,NM_005725
ENST00000502976,CNBP,NM_001127194
ENST00000502976,CNBP,NM_001127196
ENST00000502976,CNBP,NM_001127195
ENST00000422453,CNBP,NM_003418
ENST00000422453,CNBP,NM_001127193
ENST00000422453,CNBP,NM_001127192
ENST00000397195,PAFAH1B1,NM_000430
ENST00000519716,UNC13A,NM_001080421
ENST00000335080,KDM4D,NM_018039
ENST00000558017,GDPGP1,NM_001013657
ENST00000450979,KDM4E,NM_001161630
ENST00000369512,NGF,NM_002506
ENST00000529911,SRSF8,NM_032102
ENST00000313375,MLXIPL,NM_032953
ENST00000313375,MLXIPL,NM_032951
ENST00000354613,MLXIPL,NM_032954
ENST00000354613,MLXIPL,NM_032952
ENST00000278505,ENDOD1,NM_015036
ENST00000321728,PRKCB,NM_212535
ENST00000303531,PRKCB,NM_002738
ENST00000339615,TTLL13,NM_001029964
ENST00000344924,BPGM,NM_001724
ENST00000393132,BPGM,NM_199186
ENST00000320857,SSR4,NM_001204526
ENST00000370087,SSR4,NM_001204527
ENST00000370086,SSR4,NM_006280
ENST00000379095,NGRN,NM_001033088
ENST00000536441,SESN3,NM_144665
ENST00000278499,SESN3,NM_001271594
ENST00000261308,PPWD1,NM_001278927
ENST00000261308,PPWD1,NM_015342
ENST00000535264,PPWD1,NM_001278926
ENST00000538977,PPWD1,NM_001278929
ENST00000310260,VANGL1,NM_001172412
ENST00000355485,VANGL1,NM_001172411
ENST00000355485,VANGL1,NM_138959
ENST00000337428,LRRC71,NM_144702
ENST00000354377,ZNF774,NM_001004309
ENST00000303450,HOXC9,NM_006897
ENST00000314586,EXOC3L1,NM_178516
ENST00000334220,DLST,NM_001933
ENST00000286955,FUT6,NM_001040701
ENST00000318336,FUT6,NM_000150
ENST00000339475,OTX2,NM_001270524
ENST00000339475,OTX2,NM_021728
ENST00000339475,OTX2,NM_001270523
ENST00000339475,OTX2,NM_001270525
ENST00000164640,PDZD4,NM_032512
ENST00000261047,GUCA1C,NM_005459
ENST00000261448,CASQ2,NM_001232
ENST00000358780,FAM76B,NM_144664
ENST00000293826,TNFSF12-TNFSF13,NM_172089
ENST00000465530,CDNF,NM_001029954
ENST00000458379,FUT3,NM_001097641
ENST00000589918,FUT3,NM_001097640
ENST00000303225,FUT3,NM_000149
ENST00000589620,FUT3,NM_001097639
ENST00000379378,E2F4,NM_001950
ENST00000268182,IQGAP1,NM_003870
ENST00000539286,BRI3,NM_001159491
ENST00000297290,BRI3,NM_015379
ENST00000320238,NHLH2,NM_005599
ENST00000320238,NHLH2,NM_001111061
ENST00000588525,FUT5,NM_002034
ENST00000320033,ARL4D,NM_001661
ENST00000330263,MRTO4,NM_016183
ENST00000005284,CACNG3,NM_006539
ENST00000396542,TNFSF13,NM_001198624
ENST00000349228,TNFSF13,NM_172087
ENST00000338784,TNFSF13,NM_003808
ENST00000396545,TNFSF13,NM_172088
ENST00000380535,TNFSF13,NM_001198623
ENST00000324109,DNMBP,NM_015221
ENST00000369503,SLC22A15,NM_018420
ENST00000303045,COL22A1,NM_152888
ENST00000369500,MAB21L3,NM_152367
ENST00000324096,MAP1S,NM_018174
ENST00000378372,HSPA14,NM_016299
ENST00000437161,HSPA14,NM_001278205
ENST00000372676,WFDC2,NM_006103
ENST00000361901,CALD1,NM_004342
ENST00000361388,CALD1,NM_033138
ENST00000361388,CALD1,NM_033157
ENST00000393118,CALD1,NM_033140
ENST00000393118,CALD1,NM_033139
ENST00000325542,CEP57,NM_001243776
ENST00000325542,CEP57,NM_014679
ENST00000325486,CEP57,NM_001243777
ENST00000217428,SPINT3,NM_006652
ENST00000372670,WFDC6,NM_080827
ENST00000241416,ACVR2A,NM_001616
ENST00000241416,ACVR2A,NM_001278579
ENST00000535787,ACVR2A,NM_001278580
ENST00000435359,CLUH,NM_015229
ENST00000357008,CHD4,NM_001273
ENST00000540990,CACNB3,NM_001206917
ENST00000536187,CACNB3,NM_001206916
ENST00000301050,CACNB3,NM_000725
ENST00000547230,CACNB3,NM_001206915
ENST00000354280,EPPIN,NM_020398
ENST00000319715,RBBP6,NM_006910
ENST00000452655,RBBP6,NM_032626
ENST00000348022,RBBP6,NM_018703
ENST00000361640,AKR7A3,NM_012067
ENST00000295598,ATP1A1,NM_000701
ENST00000537345,ATP1A1,NM_001160233
ENST00000369496,ATP1A1,NM_001160234
ENST00000393997,ELMO3,NM_024712
ENST00000040584,HOXC8,NM_022658
ENST00000005260,BAIAP2L1,NM_018842
ENST00000235835,AKR7A2,NM_003689
ENST00000303406,HOXC4,NM_014620
